3/18/2014,North Carolina St.,Xavier,"W, 74-59"
3/18/2014,Albany,Mount St. Mary's,"W, 71-64"
3/19/2014,Cal Poly,Texas Southern,"W, 81-69"
3/19/2014,Tennessee,Iowa,"W, 78-65"
3/20/2014,Pittsburgh,Colorado,"W, 77-48"
3/20/2014,Texas,Arizona St.,"W, 87-85"
3/20/2014,Connecticut,Saint Joseph's,"W, 89-81"
3/20/2014,Michigan St.,Delaware,"W, 93-78"
3/20/2014,Oregon,BYU,"W, 87-68"
3/20/2014,Syracuse,Western Michigan,"W, 77-53"
3/20/2014,Wisconsin,American,"W, 75-35"
3/20/2014,Harvard,Cincinnati,"W, 61-57"
3/20/2014,North Dakota St.,Oklahoma,"W, 80-75"
3/20/2014,Louisville,Manhattan,"W, 71-64"
3/20/2014,Dayton,Ohio St.,"W, 60-59"
3/20/2014,Saint Louis,North Carolina St.,"W, 83-80"
3/20/2014,Florida,Albany,"W, 67-55"
3/20/2014,San Diego St.,New Mexico St.,"W, 73-69"
3/20/2014,Michigan,Wofford,"W, 57-40"
3/20/2014,Villanova,Milwaukee,"W, 73-53"
3/21/2014,Iowa St.,North Carolina Central,"W, 93-75"
3/21/2014,Tennessee,Massachusetts,"W, 86-67"
3/21/2014,Memphis,George Washington,"W, 71-66"
3/21/2014,North Carolina,Providence,"W, 79-77"
3/21/2014,Stephen F. Austin,VCU,"W, 77-75"
3/21/2014,Mercer,Duke,"W, 78-71"
3/21/2014,Gonzaga,Oklahoma St.,"W, 85-77"
3/21/2014,Baylor,Nebraska,"W, 74-60"
3/21/2014,UCLA,Tulsa,"W, 76-59"
3/21/2014,Kansas,Eastern Kentucky,"W, 80-69"
3/21/2014,Virginia,Coastal Carolina,"W, 70-59"
3/21/2014,Creighton,Louisiana Lafayette,"W, 76-66"
3/21/2014,Arizona,Weber St.,"W, 68-59"
3/21/2014,Wichita St.,Cal Poly,"W, 64-37"
3/21/2014,Stanford,New Mexico,"W, 58-53"
3/21/2014,Kentucky,Kansas St.,"W, 56-49"
3/22/2014,Michigan,Texas,"W, 79-65"
3/22/2014,Wisconsin,Oregon,"W, 85-77"
3/22/2014,Michigan St.,Harvard,"W, 80-73"
3/22/2014,Florida,Pittsburgh,"W, 61-45"
3/22/2014,Connecticut,Villanova,"W, 77-65"
3/22/2014,San Diego St.,North Dakota St.,"W, 63-44"
3/22/2014,Dayton,Syracuse,"W, 55-53"
3/22/2014,Louisville,Saint Louis,"W, 66-51"
3/23/2014,Tennessee,Mercer,"W, 83-63"
3/23/2014,Baylor,Creighton,"W, 85-55"
3/23/2014,Kentucky,Wichita St.,"W, 78-76"
3/23/2014,Arizona,Gonzaga,"W, 84-61"
3/23/2014,UCLA,Stephen F. Austin,"W, 77-60"
3/23/2014,Virginia,Memphis,"W, 78-60"
3/23/2014,Iowa St.,North Carolina,"W, 85-83"
3/23/2014,Stanford,Kansas,"W, 60-57"
3/27/2014,Arizona,San Diego St.,"W, 70-64"
3/27/2014,Dayton,Stanford,"W, 82-72"
3/27/2014,Florida,UCLA,"W, 79-68"
3/27/2014,Wisconsin,Baylor,"W, 69-52"
3/28/2014,Michigan,Tennessee,"W, 73-71"
3/28/2014,Kentucky,Louisville,"W, 74-69"
3/28/2014,Connecticut,Iowa St.,"W, 81-76"
3/28/2014,Michigan St.,Virginia,"W, 61-59"
3/29/2014,Wisconsin,Arizona,"W, 64-63"
3/29/2014,Florida,Dayton,"W, 62-52"
3/30/2014,Kentucky,Michigan,"W, 75-72"
3/30/2014,Connecticut,Michigan St.,"W, 60-54"
4/5/2014,Kentucky,Wisconsin,"W, 74-73"
4/5/2014,Connecticut,Florida,"W, 63-53"
4/7/2014,Connecticut,Kentucky,"W, 60-54"
