3/18/2021,UCLA,Michigan St.,"W, 86-80"
3/18/2021,Texas Southern,Mount St. Mary's,"W, 60-52"
3/18/2021,Drake,Wichita St.,"W, 53-52"
3/18/2021,Norfolk St.,Appalachian St.,"W, 54-53"
3/19/2021,Syracuse,San Diego St.,"W, 78-62"
3/19/2021,Wisconsin,North Carolina,"W, 85-62"
3/19/2021,West Virginia,Morehead St.,"W, 84-67"
3/19/2021,Houston,Cleveland St.,"W, 87-56"
3/19/2021,North Texas,Purdue,"W, 78-69"
3/19/2021,Loyola Chicago,Georgia Tech,"W, 71-60"
3/19/2021,Oregon St.,Tennessee,"W, 70-56"
3/19/2021,Villanova,Winthrop,"W, 73-63"
3/19/2021,Illinois,Drexel,"W, 78-49"
3/19/2021,Florida,Virginia Tech,"W, 75-70"
3/19/2021,Texas Tech,Utah St.,"W, 65-53"
3/19/2021,Arkansas,Colgate,"W, 85-68"
3/19/2021,Rutgers,Clemson,"W, 60-56"
3/19/2021,Baylor,Hartford,"W, 79-55"
3/19/2021,Oral Roberts,Ohio St.,"W, 75-72"
3/19/2021,Oklahoma St.,Liberty,"W, 69-60"
3/20/2021,Iowa,Grand Canyon,"W, 86-74"
3/20/2021,Colorado,Georgetown,"W, 96-73"
3/20/2021,UCLA,BYU,"W, 73-62"
3/20/2021,Gonzaga,Norfolk St.,"W, 98-55"
3/20/2021,Kansas,Eastern Washington,"W, 93-84"
3/20/2021,LSU,St. Bonaventure,"W, 76-61"
3/20/2021,Oregon,VCU,"W, 0-0"
3/20/2021,Maryland,Connecticut,"W, 63-54"
3/20/2021,Michigan,Texas Southern,"W, 82-66"
3/20/2021,Oklahoma,Missouri,"W, 72-68"
3/20/2021,USC,Drake,"W, 72-56"
3/20/2021,Ohio,Virginia,"W, 62-58"
3/20/2021,Creighton,UC Santa Barbara,"W, 63-62"
3/20/2021,Florida St.,UNC Greensboro,"W, 64-54"
3/20/2021,Alabama,Iona,"W, 68-55"
3/20/2021,Abilene Christian,Texas,"W, 53-52"
3/21/2021,Villanova,North Texas,"W, 84-61"
3/21/2021,Baylor,Wisconsin,"W, 76-63"
3/21/2021,Loyola Chicago,Illinois,"W, 71-58"
3/21/2021,Oral Roberts,Florida,"W, 81-78"
3/21/2021,Syracuse,West Virginia,"W, 75-72"
3/21/2021,Oregon St.,Oklahoma St.,"W, 80-70"
3/21/2021,Arkansas,Texas Tech,"W, 68-66"
3/21/2021,Houston,Rutgers,"W, 63-60"
3/22/2021,Alabama,Maryland,"W, 96-77"
3/22/2021,USC,Kansas,"W, 85-51"
3/22/2021,Gonzaga,Oklahoma,"W, 87-71"
3/22/2021,Oregon,Iowa,"W, 95-80"
3/22/2021,Michigan,LSU,"W, 86-78"
3/22/2021,Florida St.,Colorado,"W, 71-53"
3/22/2021,UCLA,Abilene Christian,"W, 67-47"
3/22/2021,Creighton,Ohio,"W, 72-58"
3/27/2021,Oregon St.,Loyola Chicago,"W, 65-58"
3/27/2021,Baylor,Villanova,"W, 62-51"
3/27/2021,Houston,Syracuse,"W, 62-46"
3/27/2021,Arkansas,Oral Roberts,"W, 72-70"
3/28/2021,USC,Oregon,"W, 82-68"
3/28/2021,Gonzaga,Creighton,"W, 83-65"
3/28/2021,UCLA,Alabama,"W, 88-78"
3/28/2021,Michigan,Florida St.,"W, 76-58"
3/29/2021,Baylor,Arkansas,"W, 81-72"
3/29/2021,Houston,Oregon St.,"W, 67-61"
3/30/2021,Gonzaga,USC,"W, 85-66"
3/30/2021,UCLA,Michigan,"W, 51-49"
4/3/2021,Baylor,Houston,"W, 78-59"
4/3/2021,Gonzaga,UCLA,"W, 93-90"
4/5/2021,Baylor,Gonzaga,"W, 86-70"
