3/15/2011,Clemson,UAB,"W, 70-52"
3/15/2011,UNC Asheville,Arkansas Little Rock,"W, 81-77"
3/16/2011,VCU,USC,"W, 59-46"
3/16/2011,UTSA,Alabama St.,"W, 70-61"
3/17/2011,West Virginia,Clemson,"W, 84-76"
3/17/2011,Gonzaga,St. John's,"W, 86-71"
3/17/2011,Connecticut,Bucknell,"W, 81-52"
3/17/2011,Richmond,Vanderbilt,"W, 69-66"
3/17/2011,Kansas St.,Utah St.,"W, 73-68"
3/17/2011,Wisconsin,Belmont,"W, 72-58"
3/17/2011,Cincinnati,Missouri,"W, 78-63"
3/17/2011,Florida,UC Santa Barbara,"W, 79-51"
3/17/2011,Temple,Penn St.,"W, 66-64"
3/17/2011,Pittsburgh,UNC Asheville,"W, 74-51"
3/17/2011,Kentucky,Princeton,"W, 59-57"
3/17/2011,San Diego St.,Northern Colorado,"W, 68-50"
3/17/2011,Butler,Old Dominion,"W, 60-58"
3/17/2011,Morehead St.,Louisville,"W, 62-61"
3/17/2011,UCLA,Michigan St.,"W, 78-76"
3/17/2011,BYU,Wofford,"W, 74-66"
3/18/2011,Illinois,UNLV,"W, 73-62"
3/18/2011,Duke,Hampton,"W, 87-45"
3/18/2011,VCU,Georgetown,"W, 74-56"
3/18/2011,Syracuse,Indiana St.,"W, 77-60"
3/18/2011,Texas,Oakland,"W, 85-81"
3/18/2011,Ohio St.,UTSA,"W, 75-46"
3/18/2011,Michigan,Tennessee,"W, 75-45"
3/18/2011,Washington,Georgia,"W, 68-65"
3/18/2011,Arizona,Memphis,"W, 77-75"
3/18/2011,Marquette,Xavier,"W, 66-55"
3/18/2011,Purdue,Saint Peter's,"W, 65-43"
3/18/2011,North Carolina,LIU Brooklyn,"W, 102-87"
3/18/2011,Kansas,Boston University,"W, 72-53"
3/18/2011,Notre Dame,Akron,"W, 69-56"
3/18/2011,George Mason,Villanova,"W, 61-57"
3/18/2011,Florida St.,Texas A&M,"W, 57-50"
3/19/2011,Wisconsin,Kansas St.,"W, 70-65"
3/19/2011,BYU,Gonzaga,"W, 89-67"
3/19/2011,Butler,Pittsburgh,"W, 71-70"
3/19/2011,Florida,UCLA,"W, 73-65"
3/19/2011,Connecticut,Cincinnati,"W, 69-58"
3/19/2011,Kentucky,West Virginia,"W, 71-63"
3/19/2011,Richmond,Morehead St.,"W, 65-48"
3/19/2011,San Diego St.,Temple,"W, 71-64"
3/20/2011,VCU,Purdue,"W, 94-76"
3/20/2011,Ohio St.,George Mason,"W, 98-66"
3/20/2011,Duke,Michigan,"W, 73-71"
3/20/2011,Arizona,Texas,"W, 70-69"
3/20/2011,North Carolina,Washington,"W, 86-83"
3/20/2011,Kansas,Illinois,"W, 73-59"
3/20/2011,Florida St.,Notre Dame,"W, 71-57"
3/20/2011,Marquette,Syracuse,"W, 66-62"
3/24/2011,Arizona,Duke,"W, 93-77"
3/24/2011,Connecticut,San Diego St.,"W, 74-67"
3/24/2011,Florida,BYU,"W, 83-74"
3/24/2011,Butler,Wisconsin,"W, 61-54"
3/25/2011,Kansas,Richmond,"W, 77-57"
3/25/2011,North Carolina,Marquette,"W, 81-63"
3/25/2011,Kentucky,Ohio St.,"W, 62-60"
3/25/2011,VCU,Florida St.,"W, 72-71"
3/26/2011,Butler,Florida,"W, 74-71"
3/26/2011,Connecticut,Arizona,"W, 65-63"
3/27/2011,Kentucky,North Carolina,"W, 76-69"
3/27/2011,VCU,Kansas,"W, 71-61"
4/2/2011,Butler,VCU,"W, 70-62"
4/2/2011,Connecticut,Kentucky,"W, 56-55"
4/4/2011,Connecticut,Butler,"W, 53-41"
