3/16/2010,Arkansas Pine Bluff,Winthrop,"W, 61-44"
3/18/2010,Ohio,Georgetown,"W, 97-83"
3/18/2010,Saint Mary's,Richmond,"W, 80-71"
3/18/2010,Kentucky,East Tennessee St.,"W, 100-71"
3/18/2010,Northern Iowa,UNLV,"W, 69-66"
3/18/2010,Washington,Marquette,"W, 80-78"
3/18/2010,Kansas St.,North Texas,"W, 82-62"
3/18/2010,Butler,UTEP,"W, 77-59"
3/18/2010,BYU,Florida,"W, 99-92"
3/18/2010,Kansas,Lehigh,"W, 90-74"
3/18/2010,Tennessee,San Diego St.,"W, 62-59"
3/18/2010,Wake Forest,Texas,"W, 81-80"
3/18/2010,Murray St.,Vanderbilt,"W, 66-65"
3/18/2010,New Mexico,Montana,"W, 62-57"
3/18/2010,Old Dominion,Notre Dame,"W, 51-50"
3/18/2010,Villanova,Robert Morris,"W, 73-70"
3/18/2010,Baylor,Sam Houston St.,"W, 68-59"
3/19/2010,Cornell,Temple,"W, 78-65"
3/19/2010,Missouri,Clemson,"W, 86-78"
3/19/2010,Syracuse,Vermont,"W, 79-56"
3/19/2010,Gonzaga,Florida St.,"W, 67-60"
3/19/2010,California,Louisville,"W, 77-62"
3/19/2010,Maryland,Houston,"W, 89-77"
3/19/2010,Duke,Arkansas Pine Bluff,"W, 73-44"
3/19/2010,Texas A&M,Utah St.,"W, 69-53"
3/19/2010,Georgia Tech,Oklahoma St.,"W, 64-59"
3/19/2010,Ohio St.,UC Santa Barbara,"W, 68-51"
3/19/2010,Xavier,Minnesota,"W, 65-54"
3/19/2010,Michigan St.,New Mexico St.,"W, 70-67"
3/19/2010,Pittsburgh,Oakland,"W, 89-66"
3/19/2010,Wisconsin,Wofford,"W, 53-49"
3/19/2010,West Virginia,Morgan St.,"W, 77-50"
3/19/2010,Purdue,Siena,"W, 72-64"
3/20/2010,Kentucky,Wake Forest,"W, 90-60"
3/20/2010,Baylor,Old Dominion,"W, 76-68"
3/20/2010,Northern Iowa,Kansas,"W, 69-67"
3/20/2010,Kansas St.,BYU,"W, 84-72"
3/20/2010,Washington,New Mexico,"W, 82-64"
3/20/2010,Saint Mary's,Villanova,"W, 75-68"
3/20/2010,Tennessee,Ohio,"W, 83-68"
3/20/2010,Butler,Murray St.,"W, 54-52"
3/21/2010,Cornell,Wisconsin,"W, 87-69"
3/21/2010,Syracuse,Gonzaga,"W, 87-65"
3/21/2010,Michigan St.,Maryland,"W, 85-83"
3/21/2010,West Virginia,Missouri,"W, 68-59"
3/21/2010,Xavier,Pittsburgh,"W, 71-68"
3/21/2010,Duke,California,"W, 68-53"
3/21/2010,Ohio St.,Georgia Tech,"W, 75-66"
3/21/2010,Purdue,Texas A&M,"W, 63-61"
3/25/2010,Kansas St.,Xavier,"W, 101-96"
3/25/2010,Butler,Syracuse,"W, 63-59"
3/25/2010,West Virginia,Washington,"W, 69-56"
3/25/2010,Kentucky,Cornell,"W, 62-45"
3/26/2010,Baylor,Saint Mary's,"W, 72-49"
3/26/2010,Tennessee,Ohio St.,"W, 76-73"
3/26/2010,Duke,Purdue,"W, 70-57"
3/26/2010,Michigan St.,Northern Iowa,"W, 59-52"
3/27/2010,West Virginia,Kentucky,"W, 73-66"
3/27/2010,Butler,Kansas St.,"W, 63-56"
3/28/2010,Michigan St.,Tennessee,"W, 70-69"
3/28/2010,Duke,Baylor,"W, 78-71"
4/3/2010,Duke,West Virginia,"W, 78-57"
4/3/2010,Butler,Michigan St.,"W, 52-50"
4/5/2010,Duke,Butler,"W, 61-59"
